,word,sentiment
15264,demonizes,negative
15265,demonizing,negative
15266,demoralize,negative
15267,demoralizing,negative
15268,demoralizingly,negative
15269,denial,negative
15270,denied,negative
15271,denies,negative
15272,denigrate,negative
15273,denounce,negative
15274,dense,negative
15275,dent,negative
15276,dented,negative
15277,dents,negative
15278,denunciate,negative
15279,denunciation,negative
15280,denunciations,negative
15281,deny,negative
15282,denying,negative
15283,dependable,positive
15284,dependably,positive
15285,deplete,negative
15286,deplorable,negative
15287,deplorably,negative
15288,deplore,negative
15289,deploring,negative
15290,deploringly,negative
15291,deprave,negative
15292,depraved,negative
15293,depravedly,negative
15294,deprecate,negative
15295,depress,negative
15296,depressed,negative
15297,depressing,negative
15298,depressingly,negative
15299,depression,negative
15300,depressions,negative
15301,deprive,negative
15302,deprived,negative
15303,deride,negative
15304,derision,negative
15305,derisive,negative
15306,derisively,negative
15307,derisiveness,negative
15308,derogatory,negative
15309,desecrate,negative
15310,desert,negative
15311,desertion,negative
15312,deservedly,positive
15313,deserving,positive
15314,desiccate,negative
15315,desiccated,negative
15316,desirable,positive
15317,desiring,positive
15318,desirous,positive
15319,desititute,negative
15320,desolate,negative
15321,desolately,negative
15322,desolation,negative
15323,despair,negative
15324,despairing,negative
15325,despairingly,negative
15326,desperate,negative
15327,desperately,negative
15328,desperation,negative
15329,despicable,negative
15330,despicably,negative
15331,despise,negative
15332,despised,negative
15333,despoil,negative
15334,despoiler,negative
15335,despondence,negative
15336,despondency,negative
15337,despondent,negative
15338,despondently,negative
15339,despot,negative
15340,despotic,negative
15341,despotism,negative
15342,destabilisation,negative
15343,destains,negative
15344,destiny,positive
15345,destitute,negative
15346,destitution,negative
15347,destroy,negative
15348,destroyer,negative
15349,destruction,negative
15350,destructive,negative
15351,desultory,negative
15352,detachable,positive
15353,deter,negative
15354,deteriorate,negative
15355,deteriorating,negative
15356,deterioration,negative
15357,deterrent,negative
15358,detest,negative
15359,detestable,negative
15360,detestably,negative
15361,detested,negative
15362,detesting,negative
15363,detests,negative
15364,detract,negative
15365,detracted,negative
15366,detracting,negative
15367,detraction,negative
15368,detracts,negative
15369,detriment,negative
15370,detrimental,negative
15371,devastate,negative
15372,devastated,negative
15373,devastates,negative
15374,devastating,negative
15375,devastatingly,negative
15376,devastation,negative
15377,deviate,negative
15378,deviation,negative
15379,devil,negative
15380,devilish,negative
15381,devilishly,negative
15382,devilment,negative
15383,devilry,negative
15384,devious,negative
15385,deviously,negative
15386,deviousness,negative
15387,devoid,negative
15388,devout,positive
15389,dexterous,positive
15390,dexterously,positive
15391,dextrous,positive
15392,diabolic,negative
15393,diabolical,negative
15394,diabolically,negative
15395,diametrically,negative
15396,diappointed,negative
15397,diatribe,negative
15398,diatribes,negative
15399,dick,negative
15400,dictator,negative
15401,dictatorial,negative
15402,die,negative
15403,die-hard,negative
15404,died,negative
15405,dies,negative
15406,difficult,negative
15407,difficulties,negative
15408,difficulty,negative
15409,diffidence,negative
15410,dignified,positive
15411,dignify,positive
15412,dignity,positive
15413,dilapidated,negative
15414,dilemma,negative
15415,diligence,positive
15416,diligent,positive
15417,diligently,positive
15418,dilly-dally,negative
15419,dim,negative
15420,dimmer,negative
15421,din,negative
15422,ding,negative
15423,dings,negative
15424,dinky,negative
15425,diplomatic,positive
15426,dire,negative
15427,direly,negative
15428,direness,negative
15429,dirt,negative
15430,dirt-cheap,positive
15431,dirtbag,negative
15432,dirtbags,negative
15433,dirts,negative
15434,dirty,negative
15435,disable,negative
15436,disabled,negative
15437,disaccord,negative
15438,disadvantage,negative
15439,disadvantaged,negative
15440,disadvantageous,negative
15441,disadvantages,negative
15442,disaffect,negative
15443,disaffected,negative
15444,disaffirm,negative
15445,disagree,negative
15446,disagreeable,negative
15447,disagreeably,negative
15448,disagreed,negative
15449,disagreeing,negative
15450,disagreement,negative
15451,disagrees,negative
15452,disallow,negative
15453,disapointed,negative
15454,disapointing,negative
15455,disapointment,negative
15456,disappoint,negative
15457,disappointed,negative
15458,disappointing,negative
15459,disappointingly,negative
15460,disappointment,negative
15461,disappointments,negative
15462,disappoints,negative
15463,disapprobation,negative
15464,disapproval,negative
15465,disapprove,negative
15466,disapproving,negative
15467,disarm,negative
15468,disarray,negative
15469,disaster,negative
15470,disasterous,negative
15471,disastrous,negative
15472,disastrously,negative
15473,disavow,negative
15474,disavowal,negative
15475,disbelief,negative
15476,disbelieve,negative
15477,disbeliever,negative
15478,disclaim,negative
15479,discombobulate,negative
15480,discomfit,negative
15481,discomfititure,negative
15482,discomfort,negative
15483,discompose,negative
15484,disconcert,negative
15485,disconcerted,negative
15486,disconcerting,negative
15487,disconcertingly,negative
15488,disconsolate,negative
15489,disconsolately,negative
15490,disconsolation,negative
15491,discontent,negative
15492,discontented,negative
15493,discontentedly,negative
15494,discontinued,negative
15495,discontinuity,negative
15496,discontinuous,negative
15497,discord,negative
15498,discordance,negative
15499,discordant,negative
15500,discountenance,negative
15501,discourage,negative
15502,discouragement,negative
15503,discouraging,negative
15504,discouragingly,negative
15505,discourteous,negative
15506,discourteously,negative
15507,discoutinous,negative
15508,discredit,negative
15509,discrepant,negative
15510,discriminate,negative
15511,discrimination,negative
15512,discriminatory,negative
15513,disdain,negative
15514,disdained,negative
15515,disdainful,negative
15516,disdainfully,negative
15517,disfavor,negative
15518,disgrace,negative
15519,disgraced,negative
15520,disgraceful,negative
15521,disgracefully,negative
15522,disgruntle,negative
15523,disgruntled,negative
15524,disgust,negative
15525,disgusted,negative
15526,disgustedly,negative
15527,disgustful,negative
15528,disgustfully,negative
15529,disgusting,negative
15530,disgustingly,negative
15531,dishearten,negative
15532,disheartening,negative
15533,dishearteningly,negative
15534,dishonest,negative
15535,dishonestly,negative
15536,dishonesty,negative
15537,dishonor,negative
15538,dishonorable,negative
15539,dishonorablely,negative
15540,disillusion,negative
15541,disillusioned,negative
15542,disillusionment,negative
15543,disillusions,negative
15544,disinclination,negative
15545,disinclined,negative
15546,disingenuous,negative
15547,disingenuously,negative
15548,disintegrate,negative
15549,disintegrated,negative
15550,disintegrates,negative
15551,disintegration,negative
15552,disinterest,negative
15553,disinterested,negative
15554,dislike,negative
15555,disliked,negative
15556,dislikes,negative
15557,disliking,negative
15558,dislocated,negative
15559,disloyal,negative
15560,disloyalty,negative
15561,dismal,negative
15562,dismally,negative
15563,dismalness,negative
15564,dismay,negative
15565,dismayed,negative
15566,dismaying,negative
15567,dismayingly,negative
15568,dismissive,negative
15569,dismissively,negative
15570,disobedience,negative
15571,disobedient,negative
15572,disobey,negative
15573,disoobedient,negative
15574,disorder,negative
15575,disordered,negative
15576,disorderly,negative
15577,disorganized,negative
15578,disorient,negative
15579,disoriented,negative
15580,disown,negative
15581,disparage,negative
15582,disparaging,negative
15583,disparagingly,negative
15584,dispensable,negative
15585,dispirit,negative
15586,dispirited,negative
15587,dispiritedly,negative
15588,dispiriting,negative
15589,displace,negative
15590,displaced,negative
15591,displease,negative
15592,displeased,negative
15593,displeasing,negative
15594,displeasure,negative
15595,disproportionate,negative
15596,disprove,negative
15597,disputable,negative
15598,dispute,negative
15599,disputed,negative
15600,disquiet,negative
15601,disquieting,negative
15602,disquietingly,negative
15603,disquietude,negative
15604,disregard,negative
15605,disregardful,negative
15606,disreputable,negative
15607,disrepute,negative
15608,disrespect,negative
15609,disrespectable,negative
15610,disrespectablity,negative
15611,disrespectful,negative
15612,disrespectfully,negative
15613,disrespectfulness,negative
15614,disrespecting,negative
15615,disrupt,negative
15616,disruption,negative
15617,disruptive,negative
15618,diss,negative
15619,dissapointed,negative
15620,dissappointed,negative
15621,dissappointing,negative
15622,dissatisfaction,negative
15623,dissatisfactory,negative
15624,dissatisfied,negative
15625,dissatisfies,negative
15626,dissatisfy,negative
15627,dissatisfying,negative
15628,dissed,negative
15629,dissemble,negative
15630,dissembler,negative
15631,dissension,negative
15632,dissent,negative
15633,dissenter,negative
15634,dissention,negative
15635,disservice,negative
15636,disses,negative
15637,dissidence,negative
15638,dissident,negative
15639,dissidents,negative
15640,dissing,negative
15641,dissocial,negative
15642,dissolute,negative
15643,dissolution,negative
15644,dissonance,negative
15645,dissonant,negative
15646,dissonantly,negative
15647,dissuade,negative
15648,dissuasive,negative
15649,distains,negative
15650,distaste,negative
15651,distasteful,negative
15652,distastefully,negative
15653,distinction,positive
15654,distinctive,positive
15655,distinguished,positive
15656,distort,negative
15657,distorted,negative
15658,distortion,negative
15659,distorts,negative
15660,distract,negative
15661,distracting,negative
15662,distraction,negative
15663,distraught,negative
15664,distraughtly,negative
15665,distraughtness,negative
15666,distress,negative
15667,distressed,negative
15668,distressing,negative
15669,distressingly,negative
15670,distrust,negative
15671,distrustful,negative
15672,distrusting,negative
15673,disturb,negative
15674,disturbance,negative
15675,disturbed,negative
15676,disturbing,negative
15677,disturbingly,negative
15678,disunity,negative
15679,disvalue,negative
15680,divergent,negative
15681,diversified,positive
15682,divine,positive
15683,divinely,positive
15684,divisive,negative
15685,divisively,negative
15686,divisiveness,negative
15687,dizzing,negative
15688,dizzingly,negative
15689,dizzy,negative
15690,doddering,negative
15691,dodgey,negative
15692,dogged,negative
15693,doggedly,negative
15694,dogmatic,negative
15695,doldrums,negative
15696,dominate,positive
15697,dominated,positive
15698,dominates,positive
15699,domineer,negative
15700,domineering,negative
15701,donside,negative
15702,doom,negative
15703,doomed,negative
15704,doomsday,negative
15705,dope,negative
15706,dote,positive
15707,dotingly,positive
15708,doubt,negative
15709,doubtful,negative
15710,doubtfully,negative
15711,doubtless,positive
15712,doubts,negative
15713,douchbag,negative
15714,douchebag,negative
15715,douchebags,negative
15716,downbeat,negative
15717,downcast,negative
15718,downer,negative
15719,downfall,negative
15720,downfallen,negative
15721,downgrade,negative
15722,downhearted,negative
15723,downheartedly,negative
15724,downhill,negative
15725,downside,negative
15726,downsides,negative
15727,downturn,negative
15728,downturns,negative
15729,drab,negative
15730,draconian,negative
15731,draconic,negative
15732,drag,negative
15733,dragged,negative
15734,dragging,negative
15735,dragoon,negative
15736,drags,negative
15737,drain,negative
15738,drained,negative
15739,draining,negative
15740,drains,negative
15741,drastic,negative
15742,drastically,negative
15743,drawback,negative
15744,drawbacks,negative
15745,dread,negative
15746,dreadful,negative
15747,dreadfully,negative
15748,dreadfulness,negative
15749,dreamland,positive
15750,dreary,negative
15751,dripped,negative
15752,dripping,negative
15753,drippy,negative
15754,drips,negative
15755,drones,negative
15756,droop,negative
15757,droops,negative
15758,drop-out,negative
15759,drop-outs,negative
15760,dropout,negative
15761,dropouts,negative
15762,drought,negative
15763,drowning,negative
15764,drunk,negative
15765,drunkard,negative
15766,drunken,negative
15767,dubious,negative
15768,dubiously,negative
15769,dubitable,negative
15770,dud,negative
15771,dull,negative
15772,dullard,negative
15773,dumb,negative
15774,dumbfound,negative
15775,dumbfounded,positive
15776,dumbfounding,positive
15777,dummy-proof,positive
15778,dump,negative
15779,dumped,negative
15780,dumping,negative
15781,dumps,negative
15782,dunce,negative
15783,dungeon,negative
15784,dungeons,negative
15785,dupe,negative
15786,durable,positive
15787,dust,negative
15788,dusty,negative
15789,dwindling,negative
15790,dying,negative
15791,dynamic,positive
15792,eager,positive
15793,eagerly,positive
15794,eagerness,positive
15795,earnest,positive
15796,earnestly,positive
15797,earnestness,positive
15798,earsplitting,negative
15799,ease,positive
15800,eased,positive
15801,eases,positive
15802,easier,positive
15803,easiest,positive
15804,easiness,positive
15805,easing,positive
15806,easy,positive
15807,easy-to-use,positive
15808,easygoing,positive
15809,ebullience,positive
15810,ebullient,positive
15811,ebulliently,positive
15812,eccentric,negative
15813,eccentricity,negative
15814,ecenomical,positive
15815,economical,positive
15816,ecstasies,positive
15817,ecstasy,positive
15818,ecstatic,positive
15819,ecstatically,positive
15820,edify,positive
15821,educated,positive
15822,effective,positive
15823,effectively,positive
15824,effectiveness,positive
15825,effectual,positive
15826,efficacious,positive
15827,efficient,positive
15828,efficiently,positive
15829,effigy,negative
15830,effortless,positive
15831,effortlessly,positive
15832,effrontery,negative
15833,effusion,positive
15834,effusive,positive
15835,effusively,positive
15836,effusiveness,positive
15837,egocentric,negative
15838,egomania,negative
15839,egotism,negative
15840,egotistical,negative
15841,egotistically,negative
15842,egregious,negative
15843,egregiously,negative
15844,elan,positive
15845,elate,positive
15846,elated,positive
15847,elatedly,positive
15848,elation,positive
15849,election-rigger,negative
15850,electrify,positive
15851,elegance,positive
15852,elegant,positive
15853,elegantly,positive
15854,elevate,positive
15855,elimination,negative
15856,elite,positive
15857,eloquence,positive
15858,eloquent,positive
15859,eloquently,positive
15860,emaciated,negative
15861,emasculate,negative
15862,embarrass,negative
15863,embarrassing,negative
15864,embarrassingly,negative
15865,embarrassment,negative
15866,embattled,negative
15867,embolden,positive
15868,embroil,negative
15869,embroiled,negative
15870,embroilment,negative
15871,emergency,negative
15872,eminence,positive
15873,eminent,positive
15874,empathize,positive
15875,empathy,positive
15876,emphatic,negative
15877,emphatically,negative
15878,empower,positive
15879,empowerment,positive
15880,emptiness,negative
15881,enchant,positive
15882,enchanted,positive
15883,enchanting,positive
15884,enchantingly,positive
15885,encourage,positive
15886,encouragement,positive
15887,encouraging,positive
15888,encouragingly,positive
15889,encroach,negative
15890,encroachment,negative
15891,endanger,negative
15892,endear,positive
15893,endearing,positive
15894,endorse,positive
15895,endorsed,positive
15896,endorsement,positive
15897,endorses,positive
15898,endorsing,positive
15899,enemies,negative
15900,enemy,negative
15901,energetic,positive
15902,energize,positive
15903,energy-efficient,positive
15904,energy-saving,positive
15905,enervate,negative
15906,enfeeble,negative
15907,enflame,negative
15908,engaging,positive
15909,engrossing,positive
15910,engulf,negative
15911,enhance,positive
15912,enhanced,positive
15913,enhancement,positive
15914,enhances,positive
15915,enjoin,negative
15916,enjoy,positive
15917,enjoyable,positive
15918,enjoyably,positive
15919,enjoyed,positive
15920,enjoying,positive
15921,enjoyment,positive
15922,enjoys,positive
15923,enlighten,positive
15924,enlightenment,positive
15925,enliven,positive
15926,enmity,negative
15927,ennoble,positive
15928,enough,positive
15929,enrage,negative
15930,enraged,negative
15931,enraging,negative
15932,enrapt,positive
15933,enrapture,positive
15934,enraptured,positive
15935,enrich,positive
15936,enrichment,positive
15937,enslave,negative
15938,entangle,negative
15939,entanglement,negative
15940,enterprising,positive
15941,entertain,positive
15942,entertaining,positive
15943,entertains,positive
15944,enthral,positive
15945,enthrall,positive
15946,enthralled,positive
15947,enthuse,positive
15948,enthusiasm,positive
15949,enthusiast,positive
15950,enthusiastic,positive
15951,enthusiastically,positive
15952,entice,positive
15953,enticed,positive
15954,enticing,positive
15955,enticingly,positive
15956,entranced,positive
15957,entrancing,positive
15958,entrap,negative
15959,entrapment,negative
15960,entrust,positive
15961,enviable,positive
15962,enviably,positive
15963,envious,positive
15964,envious,negative
15965,enviously,positive
15966,enviously,negative
15967,enviousness,positive
15968,enviousness,negative
15969,envy,positive
15970,epidemic,negative
15971,equitable,positive
15972,equivocal,negative
15973,erase,negative
15974,ergonomical,positive
15975,erode,negative
15976,erodes,negative
15977,erosion,negative
15978,err,negative
15979,err-free,positive
15980,errant,negative
15981,erratic,negative
15982,erratically,negative
15983,erroneous,negative
15984,erroneously,negative
15985,error,negative
15986,errors,negative
15987,erudite,positive
15988,eruptions,negative
15989,escapade,negative
15990,eschew,negative
15991,estranged,negative
15992,ethical,positive
15993,eulogize,positive
15994,euphoria,positive
15995,euphoric,positive
15996,euphorically,positive
15997,evade,negative
15998,evaluative,positive
15999,evasion,negative
16000,evasive,negative
16001,evenly,positive
16002,eventful,positive
16003,everlasting,positive
16004,evil,negative
16005,evildoer,negative
16006,evils,negative
16007,eviscerate,negative
16008,evocative,positive
16009,exacerbate,negative
16010,exagerate,negative
16011,exagerated,negative
16012,exagerates,negative
16013,exaggerate,negative
16014,exaggeration,negative
16015,exalt,positive
16016,exaltation,positive
16017,exalted,positive
16018,exaltedly,positive
16019,exalting,positive
16020,exaltingly,positive
16021,examplar,positive
16022,examplary,positive
16023,exasperate,negative
16024,exasperated,negative
16025,exasperating,negative
16026,exasperatingly,negative
16027,exasperation,negative
16028,excallent,positive
16029,exceed,positive
16030,exceeded,positive
16031,exceeding,positive
16032,exceedingly,positive
16033,exceeds,positive
16034,excel,positive
16035,exceled,positive
16036,excelent,positive
16037,excellant,positive
16038,excelled,positive
16039,excellence,positive
16040,excellency,positive
16041,excellent,positive
16042,excellently,positive
16043,excels,positive
16044,exceptional,positive
16045,exceptionally,positive
16046,excessive,negative
16047,excessively,negative
16048,excite,positive
16049,excited,positive
16050,excitedly,positive
16051,excitedness,positive
16052,excitement,positive
16053,excites,positive
16054,exciting,positive
16055,excitingly,positive
16056,exclusion,negative
16057,excoriate,negative
16058,excruciating,negative
16059,excruciatingly,negative
16060,excuse,negative
16061,excuses,negative
16062,execrate,negative
16063,exellent,positive
16064,exemplar,positive
16065,exemplary,positive
16066,exhaust,negative
16067,exhausted,negative
16068,exhaustion,negative
16069,exhausts,negative
16070,exhilarate,positive
16071,exhilarating,positive
16072,exhilaratingly,positive
16073,exhilaration,positive
16074,exhorbitant,negative
16075,exhort,negative
16076,exile,negative
16077,exonerate,positive
16078,exorbitant,negative
16079,exorbitantance,negative
16080,exorbitantly,negative
16081,expansive,positive
16082,expeditiously,positive
16083,expel,negative
16084,expensive,negative
16085,expertly,positive
16086,expire,negative
16087,expired,negative
16088,explode,negative
16089,exploit,negative
16090,exploitation,negative
16091,explosive,negative
16092,expropriate,negative
16093,expropriation,negative
16094,expulse,negative
16095,expunge,negative
16096,exquisite,positive
16097,exquisitely,positive
16098,exterminate,negative
16099,extermination,negative
16100,extinguish,negative
16101,extol,positive
16102,extoll,positive
16103,extort,negative
16104,extortion,negative
16105,extraneous,negative
16106,extraordinarily,positive
16107,extraordinary,positive
16108,extravagance,negative
16109,extravagant,negative
16110,extravagantly,negative
16111,extremism,negative
16112,extremist,negative
16113,extremists,negative
16114,exuberance,positive
16115,exuberant,positive
16116,exuberantly,positive
16117,exult,positive
16118,exultant,positive
16119,exultation,positive
16120,exultingly,positive
16121,eye-catch,positive
16122,eye-catching,positive
16123,eyecatch,positive
16124,eyecatching,positive
16125,eyesore,negative
16126,f**k,negative
16127,fabricate,negative
16128,fabrication,negative
16129,fabulous,positive
16130,fabulously,positive
16131,facetious,negative
16132,facetiously,negative
16133,facilitate,positive
16134,fail,negative
16135,failed,negative
16136,failing,negative
16137,fails,negative
16138,failure,negative
16139,failures,negative
16140,faint,negative
16141,fainthearted,negative
16142,fair,positive
16143,fairly,positive
16144,fairness,positive
16145,faith,positive
16146,faithful,positive
16147,faithfully,positive
16148,faithfulness,positive
16149,faithless,negative
16150,fake,negative
16151,fall,negative
16152,fallacies,negative
16153,fallacious,negative
16154,fallaciously,negative
16155,fallaciousness,negative
16156,fallacy,negative
16157,fallen,negative
16158,falling,negative
16159,fallout,negative
16160,falls,negative
16161,false,negative
16162,falsehood,negative
16163,falsely,negative
16164,falsify,negative
16165,falter,negative
16166,faltered,negative
16167,fame,positive
16168,famed,positive
16169,famine,negative
16170,famished,negative
16171,famous,positive
16172,famously,positive
16173,fanatic,negative
16174,fanatical,negative
16175,fanatically,negative
16176,fanaticism,negative
16177,fanatics,negative
16178,fancier,positive
16179,fanciful,negative
16180,fancinating,positive
16181,fancy,positive
16182,fanfare,positive
16183,fans,positive
16184,fantastic,positive
16185,fantastically,positive
16186,far-fetched,negative
16187,farce,negative
16188,farcical,negative
16189,farcical-yet-provocative,negative
16190,farcically,negative
16191,farfetched,negative
16192,fascinate,positive
16193,fascinating,positive
16194,fascinatingly,positive
16195,fascination,positive
16196,fascism,negative
16197,fascist,negative
16198,fashionable,positive
16199,fashionably,positive
16200,fast,positive
16201,fast-growing,positive
16202,fast-paced,positive
16203,faster,positive
16204,fastest,positive
16205,fastest-growing,positive
16206,fastidious,negative
16207,fastidiously,negative
16208,fastuous,negative
16209,fat,negative
16210,fat-cat,negative
16211,fat-cats,negative
16212,fatal,negative
16213,fatalistic,negative
16214,fatalistically,negative
16215,fatally,negative
16216,fatcat,negative
16217,fatcats,negative
16218,fateful,negative
16219,fatefully,negative
16220,fathomless,negative
16221,fatigue,negative
16222,fatigued,negative
16223,fatique,negative
16224,fatty,negative
16225,fatuity,negative
16226,fatuous,negative
16227,fatuously,negative
16228,fault,negative
16229,faultless,positive
16230,faults,negative
16231,faulty,negative
16232,fav,positive
16233,fave,positive
16234,favor,positive
16235,favorable,positive
16236,favored,positive
16237,favorite,positive
16238,favorited,positive
16239,favour,positive
16240,fawningly,negative
16241,faze,negative
16242,fear,negative
16243,fearful,negative
16244,fearfully,negative
16245,fearless,positive
16246,fearlessly,positive
16247,fears,negative
16248,fearsome,negative
16249,feasible,positive
16250,feasibly,positive
16251,feat,positive
16252,feature-rich,positive
16253,fecilitous,positive
16254,feckless,negative
16255,feeble,negative
16256,feeblely,negative
16257,feebleminded,negative
16258,feign,negative
16259,feint,negative
16260,feisty,positive
16261,felicitate,positive
16262,felicitous,positive
16263,felicity,positive
16264,fell,negative
16265,felon,negative
16266,felonious,negative
16267,ferociously,negative
16268,ferocity,negative
16269,fertile,positive
16270,fervent,positive
16271,fervently,positive
16272,fervid,positive
16273,fervidly,positive
16274,fervor,positive
16275,festive,positive
16276,fetid,negative
16277,fever,negative
16278,feverish,negative
16279,fevers,negative
16280,fiasco,negative
16281,fib,negative
16282,fibber,negative
16283,fickle,negative
16284,fiction,negative
16285,fictional,negative
16286,fictitious,negative
16287,fidelity,positive
16288,fidget,negative
16289,fidgety,negative
16290,fiend,negative
16291,fiendish,negative
16292,fierce,negative
16293,fiery,positive
16294,figurehead,negative
16295,filth,negative
16296,filthy,negative
16297,finagle,negative
16298,fine,positive
16299,fine-looking,positive
16300,finely,positive
16301,finer,positive
16302,finest,positive
16303,finicky,negative
16304,firmer,positive
16305,first-class,positive
16306,first-in-class,positive
16307,first-rate,positive
16308,fissures,negative
16309,fist,negative
16310,flabbergast,negative
16311,flabbergasted,negative
16312,flagging,negative
16313,flagrant,negative
16314,flagrantly,negative
16315,flair,negative
16316,flairs,negative
16317,flak,negative
16318,flake,negative
16319,flakey,negative
16320,flakieness,negative
16321,flaking,negative
16322,flaky,negative
16323,flare,negative
16324,flares,negative
16325,flareup,negative
16326,flareups,negative
16327,flashy,positive
16328,flat-out,negative
16329,flatter,positive
16330,flattering,positive
16331,flatteringly,positive
16332,flaunt,negative
16333,flaw,negative
16334,flawed,negative
16335,flawless,positive
16336,flawlessly,positive
16337,flaws,negative
16338,flee,negative
16339,fleed,negative
16340,fleeing,negative
16341,fleer,negative
16342,flees,negative
16343,fleeting,negative
16344,flexibility,positive
16345,flexible,positive
16346,flicering,negative
16347,flicker,negative
16348,flickering,negative
16349,flickers,negative
16350,flighty,negative
16351,flimflam,negative
16352,flimsy,negative
16353,flirt,negative
16354,flirty,negative
16355,floored,negative
16356,flounder,negative
16357,floundering,negative
16358,flourish,positive
16359,flourishing,positive
16360,flout,negative
16361,fluent,positive
16362,fluster,negative
16363,flutter,positive
16364,foe,negative
16365,fond,positive
16366,fondly,positive
16367,fondness,positive
16368,fool,negative
16369,fooled,negative
16370,foolhardy,negative
16371,foolish,negative
16372,foolishly,negative
16373,foolishness,negative
16374,foolproof,positive
16375,forbid,negative
16376,forbidden,negative
16377,forbidding,negative
16378,forceful,negative
16379,foreboding,negative
16380,forebodingly,negative
16381,foremost,positive
16382,foresight,positive
16383,forfeit,negative
16384,forged,negative
16385,forgetful,negative
16386,forgetfully,negative
16387,forgetfulness,negative
16388,forlorn,negative
16389,forlornly,negative
16390,formidable,positive
16391,forsake,negative
16392,forsaken,negative
16393,forswear,negative
16394,fortitude,positive
16395,fortuitous,positive
16396,fortuitously,positive
16397,fortunate,positive
16398,fortunately,positive
16399,fortune,positive
16400,foul,negative
16401,foully,negative
16402,foulness,negative
16403,fractious,negative
16404,fractiously,negative
16405,fracture,negative
16406,fragile,negative
16407,fragmented,negative
16408,fragrant,positive
16409,frail,negative
16410,frantic,negative
16411,frantically,negative
16412,franticly,negative
16413,fraud,negative
16414,fraudulent,negative
16415,fraught,negative
16416,frazzle,negative
16417,frazzled,negative
16418,freak,negative
16419,freaking,negative
16420,freakish,negative
16421,freakishly,negative
16422,freaks,negative
16423,free,positive
16424,freed,positive
16425,freedom,positive
16426,freedoms,positive
16427,freeze,negative
16428,freezes,negative
16429,freezing,negative
16430,frenetic,negative
16431,frenetically,negative
16432,frenzied,negative
16433,frenzy,negative
16434,fresh,positive
16435,fresher,positive
16436,freshest,positive
16437,fret,negative
16438,fretful,negative
16439,frets,negative
16440,friction,negative
16441,frictions,negative
16442,fried,negative
16443,friendliness,positive
16444,friendly,positive
16445,friggin,negative
16446,frigging,negative
16447,fright,negative
16448,frighten,negative
16449,frightening,negative
16450,frighteningly,negative
16451,frightful,negative
16452,frightfully,negative
16453,frigid,negative
16454,frolic,positive
16455,frost,negative
16456,frown,negative
16457,froze,negative
16458,frozen,negative
16459,frugal,positive
16460,fruitful,positive
16461,fruitless,negative
16462,fruitlessly,negative
16463,frustrate,negative
16464,frustrated,negative
16465,frustrates,negative
16466,frustrating,negative
16467,frustratingly,negative
16468,frustration,negative
16469,frustrations,negative
16470,ftw,positive
16471,fuck,negative
16472,fucking,negative
16473,fudge,negative
16474,fugitive,negative
16475,fulfillment,positive
16476,full-blown,negative
16477,fulminate,negative
16478,fumble,negative
16479,fume,negative
16480,fumes,negative
16481,fun,positive
16482,fundamentalism,negative
16483,funky,negative
16484,funnily,negative
16485,funny,negative
16486,furious,negative
16487,furiously,negative
16488,furor,negative
16489,fury,negative
16490,fuss,negative
16491,fussy,negative
16492,fustigate,negative
16493,fusty,negative
16494,futile,negative
16495,futilely,negative
16496,futility,negative
16497,futurestic,positive
16498,futuristic,positive
16499,fuzzy,negative
16500,gabble,negative
16501,gaff,negative
16502,gaffe,negative
16503,gaiety,positive
16504,gaily,positive
16505,gain,positive
16506,gained,positive
16507,gainful,positive
16508,gainfully,positive
16509,gaining,positive
16510,gains,positive
16511,gainsay,negative
16512,gainsayer,negative
16513,gall,negative
16514,gallant,positive
16515,gallantly,positive
16516,galling,negative
16517,gallingly,negative
16518,galls,negative
16519,galore,positive
16520,gangster,negative
16521,gape,negative
16522,garbage,negative
16523,garish,negative
16524,gasp,negative
16525,gauche,negative
16526,gaudy,negative
16527,gawk,negative
16528,gawky,negative
16529,geekier,positive
16530,geeky,positive
16531,geezer,negative
16532,gem,positive
16533,gems,positive
16534,generosity,positive
16535,generous,positive
16536,generously,positive
16537,genial,positive
16538,genius,positive
16539,genocide,negative
16540,gentle,positive
16541,gentlest,positive
16542,genuine,positive
16543,get-rich,negative
16544,ghastly,negative
16545,ghetto,negative
16546,ghosting,negative
16547,gibber,negative
16548,gibberish,negative
16549,gibe,negative
16550,giddy,negative
16551,gifted,positive
16552,gimmick,negative
16553,gimmicked,negative
16554,gimmicking,negative
16555,gimmicks,negative
16556,gimmicky,negative
16557,glad,positive
16558,gladden,positive
16559,gladly,positive
16560,gladness,positive
16561,glamorous,positive
16562,glare,negative
16563,glaringly,negative
16564,glee,positive
16565,gleeful,positive
16566,gleefully,positive
16567,glib,negative
16568,glibly,negative
16569,glimmer,positive
16570,glimmering,positive
16571,glisten,positive
16572,glistening,positive
16573,glitch,negative
16574,glitches,negative
16575,glitter,positive
16576,glitz,positive
16577,gloatingly,negative
16578,gloom,negative
16579,gloomy,negative
16580,glorify,positive
16581,glorious,positive
16582,gloriously,positive
16583,glory,positive
16584,glow,positive
16585,glower,negative
16586,glowing,positive
16587,glowingly,positive
16588,glum,negative
16589,glut,negative
16590,gnawing,negative
16591,goad,negative
16592,goading,negative
16593,god-awful,negative
16594,god-given,positive
16595,god-send,positive
16596,godlike,positive
16597,godsend,positive
16598,gold,positive
